"season","month","weekday","hour","isweekday","isholiday","weathertype","temperature","humidity","windspeed","count"
1,1,3,5,1,0,1,9.02,47,11.0014,0.737812803212854
1,1,3,6,1,0,1,8.2,47,15.0013,2.83791886279778
1,1,3,7,1,0,1,7.38,43,12.998,4.18543306966654
1,1,3,8,1,0,1,8.2,40,19.9995,5.56044456222351
1,1,3,9,1,0,1,9.02,37,22.0028,4.61679443892087
1,1,3,10,1,0,1,9.02,37,22.0028,3.54600969185393
1,1,3,11,1,0,1,10.66,33,22.0028,3.25603474882648
1,1,3,12,1,0,1,10.66,33,22.0028,4.01978759074127
1,1,3,13,1,0,1,11.48,30,19.9995,3.86036277165321
1,1,3,14,1,0,1,12.3,28,12.998,3.664237552959
1,1,3,15,1,0,1,12.3,28,12.998,3.664237552959
1,1,3,16,1,0,1,12.3,28,6.0032,4.20305090980553
1,1,3,17,1,0,1,9.84,38,12.998,5.5109718322808
1,1,3,18,1,0,1,9.84,38,8.9981,5.29194684063244
1,1,3,19,1,0,1,9.84,38,7.0015,4.85093938347302
1,1,3,20,1,0,1,9.02,47,11.0014,4.20305090980553
1,1,3,21,1,0,1,8.2,51,12.998,3.16814505115212
1,1,3,22,1,0,1,7.38,55,8.9981,3.13784513431974
1,1,4,4,1,0,2,6.56,64,6.0032,0.213567546567729
1,1,4,5,1,0,2,5.74,69,6.0032,0.916335003091897
1,1,4,6,1,0,2,5.74,63,7.0015,2.94393197632047
1,1,4,11,1,0,1,9.02,44,6.0032,3.5941866521041
1,1,4,13,1,0,1,10.66,35,7.0015,3.77561183669993
1,1,4,14,1,0,1,11.48,36,11.0014,3.83951311381768
1,1,4,16,1,0,1,10.66,38,11.0014,4.14974736406076
1,1,4,17,1,0,1,9.02,51,11.0014,5.3244320900404
1,1,4,18,1,0,1,9.02,51,8.9981,5.22566839251231
1,1,4,19,1,0,1,9.02,55,6.0032,4.57284546703895
1,1,4,20,1,0,1,8.2,51,11.0014,3.81844184018853
1,1,4,21,1,0,2,9.02,55,15.0013,3.31230536000468
1,1,4,22,1,0,2,9.02,51,19.0012,3.41985091112851
1,1,4,23,1,0,2,8.2,59,12.998,2.4234376429417
1,1,5,0,1,0,2,8.2,64,12.998,2.10618056274587
1,1,5,1,1,0,2,8.2,69,15.0013,1.31638990309835
1,1,5,2,1,0,2,8.2,69,15.0013,0.213567546567729
1,1,5,4,1,0,2,8.2,69,8.9981,0.213567546567729
1,1,5,7,1,0,1,8.2,69,8.9981,4.11344124328261
1,1,5,8,1,0,1,8.2,51,16.9979,5.70341538841587
1,1,5,9,1,0,1,8.2,47,19.9995,4.87698481252028
1,1,5,10,1,0,1,9.02,37,22.0028,3.68703038322057
1,1,5,11,1,0,2,8.2,40,15.0013,3.77561183669993
1,1,5,12,1,0,2,8.2,37,16.9979,3.5941866521041
1,1,5,13,1,0,2,8.2,37,19.0012,3.90141856544042
1,1,5,14,1,0,2,8.2,40,16.9979,3.36687204032087
1,1,5,15,1,0,2,8.2,37,11.0014,3.88099619576357
1,1,5,16,1,0,2,8.2,37,11.0014,4.1676662161555
1,1,5,18,1,0,1,8.2,40,6.0032,4.729970381243
1,1,5,19,1,0,1,6.56,55,6.0032,4.30578480887054
1,1,5,20,1,0,1,7.38,47,7.0015,3.39355318287521
1,1,5,21,1,0,1,7.38,47,8.9981,3.04363583289252
1,1,5,22,1,0,2,7.38,43,11.0014,2.94393197632047
1,1,5,23,1,0,2,7.38,51,11.0014,1.98233848926916
1,1,6,0,0,0,2,7.38,51,11.0014,2.51563357905137
1,1,6,1,0,0,2,7.38,55,6.0032,2.04565907701362
1,1,6,3,0,0,3,7.38,55,11.0014,1.31638990309835
1,1,6,4,0,0,3,7.38,55,11.0014,0.213567546567729
1,1,6,5,0,0,2,6.56,74,11.0014,1.06731624252221
1,1,6,6,0,0,2,6.56,74,11.0014,0.516001858451871
1,1,6,7,0,0,2,6.56,74,7.0015,1.51988224454455
1,1,6,8,0,0,3,6.56,93,7.0015,1.98233848926916
1,1,6,9,0,0,3,6.56,93,7.0015,2.27349476220013
1,1,6,10,0,0,2,7.38,80,11.0014,3.64117125310736
1,1,6,11,0,0,2,8.2,69,26.0027,3.664237552959
1,1,6,12,0,0,2,8.2,59,23.9994,4.355356094546
1,1,6,13,0,0,1,8.2,44,22.0028,4.41972990253203
1,1,6,14,0,0,1,8.2,32,32.9975,4.30578480887054
1,1,6,15,0,0,1,8.2,32,30.0026,3.92163486748041
1,1,6,16,0,0,1,7.38,29,30.0026,3.96146831053982
1,1,6,17,0,0,1,6.56,37,36.9974,3.81844184018853
1,1,6,18,0,0,1,5.74,39,19.9995,3.49656700985894
1,1,6,19,0,0,1,5.74,36,16.9979,2.72457395242482
1,1,6,20,0,0,1,4.92,36,16.9979,2.64430559154906
1,1,6,21,0,0,1,4.92,39,23.9994,2.97782371751616
1,1,6,22,0,0,1,4.92,36,26.0027,2.87401570364733
1,1,6,23,0,0,1,4.1,39,30.0026,2.37512942631115
1,1,7,0,0,0,1,4.1,42,26.0027,2.51563357905137
1,1,7,1,0,0,1,4.1,42,31.0009,1.77201595150857
1,1,7,2,0,0,1,4.1,46,31.0009,1.69353895937081
1,1,7,3,0,0,1,4.1,46,27.9993,0.916335003091897
1,1,7,4,0,0,1,3.28,53,12.998,0.213567546567729
1,1,7,5,0,0,1,3.28,53,12.998,0.213567546567729
1,1,7,6,0,0,1,4.1,49,19.0012,0.213567546567729
1,1,7,7,0,0,1,3.28,53,12.998,1.19902474051623
1,1,7,8,0,0,1,4.1,49,19.0012,1.6097976013647
1,1,7,9,0,0,1,4.92,46,35.0008,2.21988081021161
1,1,7,10,0,0,1,5.74,43,26.0027,3.33979413194887
1,1,7,11,0,0,1,6.56,40,35.0008,3.33979413194887
1,1,7,12,0,0,1,7.38,37,30.0026,4.09504751138744
1,1,7,13,0,0,1,8.2,34,30.0026,3.94164990581534
1,1,7,14,0,0,1,9.02,32,31.0009,3.88099619576357
1,1,7,15,0,0,1,9.02,35,23.9994,4.07648884538593
1,1,7,16,0,0,1,8.2,34,30.0026,4.25503885654418
1,1,7,17,0,0,1,7.38,37,26.0027,3.664237552959
1,1,7,18,0,0,1,6.56,40,22.0028,3.31230536000468
1,1,7,19,0,0,1,6.56,43,22.0028,3.10700905689662
1,1,7,20,0,0,1,5.74,46,16.9979,3.01104835010761
1,1,7,21,0,0,1,5.74,46,27.9993,2.27349476220013
1,1,7,22,0,0,1,5.74,46,19.9995,1.98233848926916
1,1,7,23,0,0,1,4.92,50,12.998,1.19902474051623
1,1,1,0,1,0,1,4.92,50,19.0012,1.06731624252221
1,1,1,1,1,0,1,4.92,50,19.0012,0.213567546567729
1,1,1,2,1,0,1,4.92,50,15.0013,0.737812803212854
1,1,1,3,1,0,1,4.92,50,15.0013,0.213567546567729
1,1,1,4,1,0,1,4.1,54,8.9981,0.737812803212854
1,1,1,5,1,0,1,4.1,54,16.9979,0.737812803212854
1,1,1,6,1,0,1,4.92,50,19.0012,2.76324407725734
1,1,1,7,1,0,1,4.92,50,15.0013,3.98109454638167
1,1,1,8,1,0,2,4.92,50,19.0012,5.49091155305913
1,1,1,9,1,0,2,5.74,50,16.9979,4.28900321384896
1,1,1,10,1,0,2,5.74,50,19.9995,2.76324407725734
1,1,1,11,1,0,2,6.56,47,19.0012,2.72457395242482
1,1,1,12,1,0,2,8.2,40,19.0012,3.41985091112851
1,1,1,13,1,0,2,8.2,40,19.0012,3.47134611217885
1,1,1,14,1,0,2,8.2,40,15.0013,3.28439082240997
1,1,1,15,1,0,2,8.2,40,15.0013,3.22722043014058
1,1,1,16,1,0,1,8.2,40,8.9981,3.92163486748041
1,1,1,17,1,0,1,8.2,40,7.0015,5.38815974347835
1,1,1,18,1,0,1,8.2,40,15.0013,5.13441614676533
1,1,1,19,1,0,1,6.56,47,11.0014,4.30578480887054
1,1,1,20,1,0,1,6.56,50,11.0014,3.92163486748041
1,1,1,21,1,0,1,5.74,59,12.998,3.01104835010761
1,1,1,22,1,0,1,5.74,59,11.0014,2.47023705138063
1,1,1,23,1,0,1,5.74,59,11.0014,2.16417655412005
1,1,2,0,1,0,1,5.74,59,7.0015,1.77201595150857
1,1,2,1,1,0,1,5.74,59,11.0014,0.737812803212854
1,1,2,2,1,0,2,6.56,55,12.998,0.737812803212854
1,1,2,5,1,0,2,6.56,55,8.9981,1.19902474051623
1,1,2,6,1,0,2,6.56,55,8.9981,2.6025870354599
1,1,2,8,1,0,2,7.38,51,6.0032,5.76754646912718
1,1,2,9,1,0,2,7.38,51,11.0014,4.82459924994307
1,1,2,10,1,0,2,8.2,51,11.0014,3.47134611217885
1,1,2,11,1,0,2,8.2,47,8.9981,2.90934089044764
1,1,2,12,1,0,2,8.2,51,7.0015,3.54600969185393
1,1,2,13,1,0,2,8.2,59,6.0032,3.41985091112851
1,1,2,14,1,0,2,8.2,59,6.0032,3.68703038322057
1,1,2,15,1,0,2,6.56,80,6.0032,3.28439082240997
1,1,2,16,1,0,2,6.56,86,15.0013,3.96146831053982
1,1,2,17,1,0,2,6.56,86,15.0013,4.90274314402318
1,1,2,18,1,0,3,6.56,93,7.0015,4.30578480887054
1,1,2,20,1,0,3,6.56,93,12.998,2.80100970155622
1,1,2,21,1,0,3,6.56,86,6.0032,2.27349476220013
1,1,2,22,1,0,3,6.56,93,7.0015,2.68494691032589
1,1,2,23,1,0,3,6.56,93,6.0032,2.21988081021161
1,1,3,0,1,0,2,6.56,86,6.0032,1.31638990309835
1,1,3,1,1,0,2,6.56,86,7.0015,1.19902474051623
1,1,3,2,1,0,1,5.74,86,8.9981,0.213567546567729
1,1,3,5,1,0,1,5.74,86,11.0014,1.06731624252221
1,1,3,6,1,0,1,4.92,93,8.9981,2.04565907701362
1,1,3,7,1,0,1,5.74,69,8.9981,3.47134611217885
1,1,3,8,1,0,1,6.56,59,11.0014,4.79795648306467
1,1,3,9,1,0,1,6.56,59,22.0028,4.0577617399466
1,1,3,10,1,0,1,7.38,55,15.0013,3.04363583289252
1,1,3,11,1,0,1,8.2,51,26.0027,2.90934089044764
1,1,3,12,1,0,1,8.2,47,39.0007,3.49656700985894
1,1,3,13,1,0,1,9.02,44,23.9994,3.33979413194887
1,1,3,14,1,0,1,8.2,47,22.0028,3.19793014053082
1,1,3,15,1,0,1,8.2,47,27.9993,3.33979413194887
1,1,3,16,1,0,1,9.02,44,22.0028,3.79714335493283
1,1,3,17,1,0,1,8.2,47,23.9994,4.94085822861403
1,1,3,18,1,0,1,8.2,47,35.0008,4.91551694168625
1,1,3,19,1,0,1,7.38,47,27.9993,4.09504751138744
1,1,3,20,1,0,1,6.56,50,22.0028,3.52145142734844
1,1,3,21,1,0,1,6.56,55,22.0028,3.54600969185393
1,1,3,22,1,0,1,6.56,55,30.0026,2.83791886279778
1,1,3,23,1,0,1,5.74,59,27.9993,2.27349476220013
1,1,4,0,1,0,1,5.74,59,19.0012,1.31638990309835
1,1,4,1,1,0,1,5.74,50,19.0012,0.516001858451871
1,1,4,2,1,0,1,5.74,50,23.9994,0.516001858451871
1,1,4,3,1,0,1,5.74,50,22.0028,0.737812803212854
1,1,4,4,1,0,1,5.74,50,16.9979,0.916335003091897
1,1,4,5,1,0,1,5.74,50,19.9995,0.737812803212854
1,1,4,6,1,0,1,4.92,54,8.9981,2.64430559154906
1,1,4,7,1,0,1,4.92,54,8.9981,3.88099619576357
1,1,4,8,1,0,1,5.74,50,12.998,5.62814585361899
1,1,4,9,1,0,1,5.74,50,22.0028,4.94085822861403
1,1,4,10,1,0,2,6.56,50,23.9994,3.01104835010761
1,1,4,11,1,0,2,8.2,44,30.0026,2.97782371751616
1,1,4,12,1,0,1,8.2,44,27.9993,3.41985091112851
1,1,4,13,1,0,1,9.02,41,30.0026,4.09504751138744
1,1,4,14,1,0,1,9.02,41,26.0027,3.13784513431974
1,1,4,15,1,0,1,9.84,38,19.9995,3.61782367468086
1,1,4,16,1,0,1,9.84,38,23.9994,4.00053292065611
1,1,4,17,1,0,1,8.2,40,19.0012,5.21444643386346
1,1,4,18,1,0,1,8.2,40,22.0028,5.00304731719127
1,1,4,19,1,0,1,6.56,47,16.9979,4.37162964206895
1,1,4,20,1,0,1,6.56,47,15.0013,3.70955721719861
1,1,4,21,1,0,1,5.74,46,19.9995,3.07561406137541
1,1,4,22,1,0,1,5.74,46,22.0028,2.72457395242482
1,1,4,23,1,0,1,4.92,50,12.998,1.98233848926916
1,1,5,0,1,0,1,4.92,50,12.998,1.91589545798165
1,1,5,1,1,0,1,4.1,54,11.0014,1.06731624252221
1,1,5,2,1,0,1,4.1,54,8.9981,0.213567546567729
1,1,5,3,1,0,1,4.1,54,7.0015,0.213567546567729
1,1,5,5,1,0,1,4.1,54,6.0032,1.42260851646908
1,1,5,7,1,0,1,4.1,74,11.0014,3.83951311381768
1,1,5,9,1,0,1,5.74,69,8.9981,4.64562319424853
1,1,5,10,1,0,1,7.38,55,12.998,3.19793014053082
1,1,5,11,1,0,1,7.38,51,19.0012,3.44577788323082
1,1,5,12,1,0,1,8.2,44,16.9979,3.64117125310736
1,1,5,13,1,0,1,9.02,37,26.0027,3.98109454638167
1,1,5,14,1,0,1,9.02,41,19.0012,3.70955721719861
1,1,5,15,1,0,1,9.84,38,11.0014,3.79714335493283
1,1,5,16,1,0,1,9.02,41,7.0015,4.22052263058934
1,1,5,17,1,0,1,9.02,41,11.0014,5.18046875652202
1,1,5,19,1,0,1,6.56,59,6.0032,4.25503885654418
1,1,6,1,0,0,2,6.56,59,6.0032,2.27349476220013
1,1,6,2,0,0,2,6.56,59,6.0032,1.77201595150857
1,1,6,6,0,0,1,5.74,63,7.0015,0.737812803212854
1,1,6,8,0,0,1,5.74,63,8.9981,2.4234376429417
1,1,6,9,0,0,1,6.56,64,8.9981,2.83791886279778
1,1,6,10,0,0,1,7.38,59,11.0014,3.5941866521041
1,1,6,11,0,0,1,8.2,55,15.0013,3.88099619576357
1,1,6,12,0,0,1,9.84,48,15.0013,4.20305090980553
1,1,6,13,0,0,1,11.48,38,19.9995,4.40381447281404
1,1,6,14,0,0,1,12.3,39,19.0012,4.65990060001007
1,1,6,15,0,0,2,13.12,36,12.998,4.81131620430856
1,1,6,16,0,0,2,13.94,34,12.998,4.79795648306467
1,1,6,17,0,0,2,13.12,36,19.0012,4.09504751138744
1,1,6,18,0,0,2,12.3,45,16.9979,4.11344124328261
1,1,6,19,0,0,2,13.12,39,16.9979,3.92163486748041
1,1,6,20,0,0,2,13.12,39,16.9979,3.10700905689662
1,1,6,21,0,0,2,13.12,39,15.0013,3.54600969185393
1,1,6,22,0,0,2,12.3,42,7.0015,2.55972190637099
1,1,6,23,0,0,1,12.3,45,19.0012,3.19793014053082
1,1,7,1,0,0,1,10.66,56,8.9981,2.4234376429417
1,1,7,2,0,0,1,10.66,56,6.0032,2.04565907701362
1,1,7,4,0,0,1,10.66,56,11.0014,0.213567546567729
1,1,7,5,0,0,2,10.66,56,11.0014,0.516001858451871
1,1,7,6,0,0,2,10.66,56,11.0014,0.213567546567729
1,1,7,7,0,0,2,9.84,56,19.9995,0.737812803212854
1,1,7,8,0,0,1,9.02,55,19.0012,2.16417655412005
1,1,7,9,0,0,1,9.02,51,16.9979,2.80100970155622
1,1,7,10,0,0,1,9.02,51,19.0012,4.01978759074127
1,1,7,11,0,0,1,9.84,44,16.9979,4.27208872664615
1,1,7,12,0,0,1,9.84,41,19.0012,4.45121674439659
1,1,7,13,0,0,1,10.66,35,19.9995,4.65990060001007
1,1,7,14,0,0,1,11.48,36,16.9979,4.23785103859896
1,1,7,15,0,0,1,10.66,38,16.9979,4.58759115709705
1,1,7,16,0,0,1,9.84,38,15.0013,4.37162964206895
1,1,7,17,0,0,1,9.02,37,16.9979,4.46679198130813
1,1,7,18,0,0,1,8.2,40,11.0014,3.77561183669993
1,1,7,19,0,0,1,7.38,47,8.9981,3.64117125310736
1,1,7,20,0,0,1,7.38,47,11.0014,3.54600969185393
1,1,7,21,0,0,1,7.38,51,11.0014,2.64430559154906
1,1,7,22,0,0,2,8.2,49,8.9981,2.32519332155321
1,1,7,23,0,0,2,8.2,40,7.0015,2.16417655412005
1,1,1,0,0,1,2,8.2,47,15.0013,2.10618056274587
1,1,1,1,0,1,2,8.2,44,12.998,2.04565907701362
1,1,1,2,0,1,2,7.38,43,16.9979,1.42260851646908
1,1,1,3,0,1,2,7.38,43,12.998,0.516001858451871
1,1,1,4,0,1,2,7.38,43,8.9981,0.737812803212854
1,1,1,5,0,1,2,7.38,43,11.0014,0.213567546567729
1,1,1,6,0,1,2,7.38,43,12.998,1.06731624252221
1,1,1,7,0,1,2,6.56,50,8.9981,1.84594369330979
1,1,1,8,0,1,2,6.56,47,15.0013,2.83791886279778
1,1,1,9,0,1,2,6.56,47,15.0013,3.28439082240997
1,1,1,10,0,1,2,6.56,50,16.9979,3.54600969185393
1,1,1,11,0,1,2,6.56,55,12.998,3.70955721719861
1,1,1,12,0,1,2,7.38,47,8.9981,4.0388625711096
1,1,1,13,0,1,2,7.38,47,8.9981,4.27208872664615
1,1,1,14,0,1,2,7.38,43,7.0015,4.14974736406076
1,1,1,15,0,1,2,8.2,47,11.0014,4.27208872664615
1,1,1,16,0,1,2,8.2,47,11.0014,4.07648884538593
1,1,1,17,0,1,1,8.2,51,12.998,3.86036277165321
1,1,1,18,0,1,2,7.38,55,16.9979,4.25503885654418
1,1,1,19,0,1,3,7.38,59,12.998,3.61782367468086
1,1,1,20,0,1,3,6.56,80,12.998,2.83791886279778
1,1,1,21,0,1,3,6.56,80,12.998,2.6025870354599
1,1,1,22,0,1,3,5.74,93,16.9979,1.84594369330979
1,1,1,23,0,1,3,6.56,86,19.0012,0.916335003091897
1,1,2,12,1,0,2,8.2,86,22.0028,0.737812803212854
1,1,2,13,1,0,2,8.2,86,15.0013,2.37512942631115
1,1,2,14,1,0,2,9.02,80,11.0014,2.64430559154906
1,1,2,15,1,0,2,9.02,87,11.0014,2.90934089044764
1,1,2,16,1,0,2,9.02,87,12.998,3.64117125310736
1,1,2,17,1,0,2,9.02,82,12.998,4.75740670715944
1,1,2,18,1,0,2,9.02,80,11.0014,4.86399845329019
1,1,2,19,1,0,2,9.02,80,8.9981,4.37162964206895
1,1,2,21,1,0,2,9.02,93,7.0015,3.10700905689662
1,1,2,22,1,0,2,9.02,93,6.0032,2.83791886279778
1,1,3,1,1,0,3,9.02,93,8.9981,1.31638990309835
1,1,3,2,1,0,3,9.02,93,8.9981,0.737812803212854
1,1,3,4,1,0,3,9.02,93,8.9981,0.516001858451871
1,1,3,5,1,0,2,9.02,93,6.0032,1.31638990309835
1,1,3,6,1,0,2,9.02,93,6.0032,2.80100970155622
1,1,3,7,1,0,2,9.84,92,7.0015,4.22052263058934
1,1,3,8,1,0,2,9.84,93,7.0015,5.57996972641951
1,1,3,9,1,0,2,9.84,93,7.0015,4.5280140553826
1,1,3,10,1,0,2,10.66,93,8.9981,3.28439082240997
1,1,3,11,1,0,2,11.48,87,6.0032,3.41985091112851
1,1,3,12,1,0,2,12.3,81,6.0032,3.83951311381768
1,1,3,13,1,0,1,16.4,62,19.0012,4.00053292065611
1,1,3,14,1,0,1,16.4,58,16.9979,3.94164990581534
1,1,3,15,1,0,1,16.4,54,19.0012,4.07648884538593
1,1,3,16,1,0,1,15.58,58,26.0027,4.45121674439659
1,1,3,17,1,0,1,14.76,57,22.0028,5.57996972641951
1,1,3,18,1,0,1,13.94,61,19.0012,5.20317288249344
1,1,3,19,1,0,1,13.12,57,27.9993,4.57284546703895
1,1,3,20,1,0,1,13.12,49,19.9995,3.96146831053982
1,1,3,21,1,0,1,13.12,49,27.9993,3.5941866521041
1,1,3,22,1,0,1,12.3,52,11.0014,3.5941866521041
1,1,3,23,1,0,1,12.3,52,31.0009,2.64430559154906
1,2,2,0,1,0,2,6.56,64,7.0015,1.42260851646908
1,2,2,1,1,0,2,6.56,69,7.0015,0.737812803212854
1,2,2,14,1,0,2,9.02,80,6.0032,3.47134611217885
1,2,2,16,1,0,2,9.84,75,8.9981,3.70955721719861
1,2,2,18,1,0,2,9.84,81,7.0015,5.28102321177945
1,2,2,19,1,0,2,9.84,81,8.9981,4.51286687638612
1,2,2,20,1,0,2,9.02,87,8.9981,3.92163486748041
1,2,2,21,1,0,2,9.02,87,8.9981,3.70955721719861
1,2,2,22,1,0,2,9.02,87,6.0032,2.94393197632047
1,2,2,23,1,0,3,8.2,93,12.998,2.04565907701362
1,2,3,0,1,0,3,9.02,93,7.0015,0.516001858451871
1,2,3,1,1,0,3,9.02,93,12.998,0.737812803212854
1,2,3,2,1,0,3,9.02,93,8.9981,0.916335003091897
1,2,3,3,1,0,3,9.02,93,8.9981,0.213567546567729
1,2,3,4,1,0,3,9.02,93,19.0012,0.213567546567729
1,2,3,5,1,0,3,9.02,93,7.0015,0.737812803212854
1,2,3,6,1,0,3,9.02,93,7.0015,2.16417655412005
1,2,3,7,1,0,3,9.02,93,15.0013,3.33979413194887
1,2,3,8,1,0,3,9.02,93,15.0013,5.13441614676533
1,2,3,9,1,0,2,9.84,93,6.0032,4.729970381243
1,2,3,11,1,0,2,9.84,93,12.998,3.41985091112851
1,2,3,12,1,0,2,9.84,93,15.0013,3.70955721719861
1,2,3,13,1,0,1,13.94,93,11.0014,3.94164990581534
1,2,3,14,1,0,1,15.58,82,26.0027,3.68703038322057
1,2,3,15,1,0,1,15.58,76,22.0028,3.96146831053982
1,2,3,16,1,0,1,14.76,71,19.9995,4.43553001381065
1,2,3,17,1,0,1,14.76,53,35.0008,5.5109718322808
1,2,3,18,1,0,1,13.94,42,36.9974,5.42976297938021
1,2,3,19,1,0,1,11.48,45,32.9975,4.23785103859896
1,2,3,20,1,0,1,9.84,48,36.9974,3.94164990581534
1,2,3,21,1,0,1,9.02,47,22.0028,3.68703038322057
1,2,3,22,1,0,1,9.02,44,16.9979,3.07561406137541
1,2,3,23,1,0,1,8.2,44,30.0026,2.80100970155622
1,2,4,0,1,0,1,8.2,40,30.0026,1.77201595150857
1,2,4,1,1,0,1,8.2,44,35.0008,1.06731624252221
1,2,4,2,1,0,1,7.38,43,16.9979,0.516001858451871
1,2,4,3,1,0,1,7.38,43,16.9979,0.213567546567729
